feedback_text,created_at,category,source,rating
"transcript request was processed within 2 working days, very impressed",2026-07-12 09:47:45,Administration,review,5
acoustics in the main auditorium were distorted during the musical evening,2026-07-12 09:51:05,Events,email,3
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-07-12 10:14:11,Transportation,email,4
badminton court wooden flooring has been maintained in top shape,2026-07-12 10:18:53,Sports,survey,5
classroom projectors in block 2 have low lamp brightness,2026-07-12 10:24:35,Facilities,support ticket,2
need more copies of the latest edition algorithms reference book,2026-07-12 10:31:53,Library,support ticket,3
need more copies of the latest edition algorithms reference book,2026-07-12 10:36:39,Library,review,3
morning breakfast poha and upma are quite decent and fresh,2026-07-12 10:47:13,Cafeteria,review,4
dustbins in cafeteria annex area overflow during lunch rush hours,2026-07-12 10:55:01,Cleanliness,survey,2
"street lights near basketball court are flickering, feels unsafe at night",2026-07-12 10:56:18,Security,feedback form,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-07-12 11:20:21,Security,feedback form,5
need more copies of the latest edition algorithms reference book,2026-07-12 11:54:21,Library,support ticket,3
faculty feedback process is transparent and taken seriously by HOD,2026-07-12 12:22:29,Academics,support ticket,4
cultural fest organization was seamless and guest lectures were inspiring,2026-07-12 13:00:19,Events,review,5
Water pressure in 4th floor hostel showers is almost zero in the morning.,2026-07-12 13:14:48,Hostel,email,1
study desks in quiet section are comfortable and well-lit,2026-07-12 14:05:14,Library,feedback form,5
restrooms in ground floor management block need more frequent checks,2026-07-12 14:33:23,Cleanliness,survey,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-07-12 14:34:14,Cleanliness,review,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-07-12 15:29:44,Transportation,feedback form,4
classroom projectors in block 2 have low lamp brightness,2026-07-12 15:36:44,Facilities,feedback form,2
Library reading room Wi-Fi fails every time more than 20 students join.,2026-07-12 15:57:53,Library,feedback form,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-07-12 16:07:03,Cleanliness,email,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-07-12 16:12:24,Transportation,feedback form,4
cultural fest organization was seamless and guest lectures were inspiring,2026-07-12 16:14:08,Events,support ticket,5
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-07-12 16:14:29,Transportation,review,4
"transcript request was processed within 2 working days, very impressed",2026-07-12 17:04:43,Administration,email,5
need more copies of the latest edition algorithms reference book,2026-07-12 17:08:01,Library,support ticket,3
study desks in quiet section are comfortable and well-lit,2026-07-12 17:20:00,Library,review,5
lab equipment for digital electronics is outdated and some kits are faulty,2026-07-12 17:27:37,Academics,support ticket,2
Hot water is rarely available in block A bathrooms during morning hours.,2026-07-12 17:39:56,Hostel,support ticket,2
study desks in quiet section are comfortable and well-lit,2026-07-12 17:43:06,Library,review,5
"transcript request was processed within 2 working days, very impressed",2026-07-12 18:17:05,Administration,support ticket,5
late fee penalty policy is too rigid when bank server transactions fail,2026-07-12 18:46:03,Fees,support ticket,2
Wi-Fi is constantly dropping in the central library reading room,2026-07-12 19:03:17,Library,feedback form,1
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-07-12 19:28:07,Transportation,support ticket,4
professors are approachable during designated office consultation hours,2026-07-12 19:30:48,Academics,survey,5
cultural fest organization was seamless and guest lectures were inspiring,2026-07-12 19:38:33,Events,email,5
weekend transit schedule should include an extra night service from metro station,2026-07-12 21:15:40,Transportation,support ticket,3
elevator in engineering block was under maintenance during morning rush,2026-07-12 21:26:08,Facilities,email,2
Admin staff was extremely rude when I went for fee concession verification.,2026-07-12 21:28:15,Administration,feedback form,3
mess cutlery is often greasy and not cleaned thoroughly,2026-07-12 21:37:58,Cafeteria,support ticket,1
elevator in engineering block was under maintenance during morning rush,2026-07-12 22:12:15,Facilities,survey,2
long queues at student welfare window due to single staff member operating,2026-07-12 22:39:45,Administration,email,2
"street lights near basketball court are flickering, feels unsafe at night",2026-07-12 23:22:48,Security,support ticket,2
morning breakfast poha and upma are quite decent and fresh,2026-07-12 23:27:42,Cafeteria,survey,4
"transcript request was processed within 2 working days, very impressed",2026-07-12 23:44:44,Administration,survey,5
Library staff was very helpful with issuing reference textbooks today.,2026-07-13 00:23:44,Hostel,feedback form,4
acoustics in the main auditorium were distorted during the musical evening,2026-07-13 00:31:08,Events,support ticket,3
badminton court wooden flooring has been maintained in top shape,2026-07-13 00:39:02,Sports,review,5
Air conditioning in seminar hall 2 is leaking water on the front row seats.,2026-07-13 01:10:48,Administration,email,4
late fee penalty policy is too rigid when bank server transactions fail,2026-07-13 01:26:16,Fees,support ticket,2
water coolers on third floor are functioning smoothly and chilled,2026-07-13 02:01:23,Facilities,feedback form,4
Submission portal timed out during class quiz due to poor lecture hall Wi-Fi.,2026-07-13 02:51:22,Academics,feedback form,2
Cannot download research papers from library digital section due to no Wi-Fi.,2026-07-13 03:39:32,Library,email,2
cricket nets require replacement as the netting has torn at several places,2026-07-13 03:42:56,Sports,survey,2
restrooms in ground floor management block need more frequent checks,2026-07-13 04:00:09,Cleanliness,feedback form,2
online fee receipt generation is instant and hassle-free,2026-07-13 04:12:32,Fees,survey,4
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-07-13 05:01:02,Hostel,survey,2
Air conditioning in seminar hall 2 is leaking water on the front row seats.,2026-07-13 05:19:32,Academics,email,4
Hostel room switchboards are loose and maintenance hasn't fixed them yet.,2026-07-13 05:51:23,Hostel,review,1
long queues at student welfare window due to single staff member operating,2026-07-13 06:47:37,Administration,email,2
restrooms in ground floor management block need more frequent checks,2026-07-13 06:49:20,Cleanliness,feedback form,2
badminton court wooden flooring has been maintained in top shape,2026-07-13 07:17:40,Sports,email,5
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-07-13 07:38:43,Transportation,survey,4
Drainage in ground floor washroom gets clogged every few days.,2026-07-13 07:52:40,Hostel,email,2
acoustics in the main auditorium were distorted during the musical evening,2026-07-13 08:11:32,Events,review,3
late fee penalty policy is too rigid when bank server transactions fail,2026-07-13 08:16:58,Fees,email,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-07-13 08:53:05,Transportation,email,4
online fee receipt generation is instant and hassle-free,2026-07-13 09:11:40,Fees,support ticket,4
restrooms in ground floor management block need more frequent checks,2026-07-13 09:17:24,Cleanliness,email,2
online fee receipt generation is instant and hassle-free,2026-07-13 09:25:04,Fees,review,4
elevator in engineering block was under maintenance during morning rush,2026-07-13 09:38:31,Facilities,feedback form,2
late fee penalty policy is too rigid when bank server transactions fail,2026-07-13 09:46:25,Fees,survey,2
"transcript request was processed within 2 working days, very impressed",2026-07-13 10:13:57,Administration,review,5
need more copies of the latest edition algorithms reference book,2026-07-13 10:23:16,Library,feedback form,3
need more copies of the latest edition algorithms reference book,2026-07-13 10:29:18,Library,feedback form,3
"Plumbing maintenance in block B is very slow, taps are constantly dripping.",2026-07-13 10:35:14,Hostel,review,1
campus security personnel are vigilant and polite at main vehicle checkpost,2026-07-13 10:55:21,Security,support ticket,5
campus security personnel are vigilant and polite at main vehicle checkpost,2026-07-13 10:58:22,Security,feedback form,5
late fee penalty policy is too rigid when bank server transactions fail,2026-07-13 11:11:00,Fees,review,2
elevator in engineering block was under maintenance during morning rush,2026-07-13 11:14:19,Facilities,feedback form,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-07-13 11:15:58,Transportation,review,2
campus grounds are kept remarkably green and litter-free,2026-07-13 11:35:04,Cleanliness,review,5
cricket nets require replacement as the netting has torn at several places,2026-07-13 11:51:53,Sports,support ticket,2
late fee penalty policy is too rigid when bank server transactions fail,2026-07-13 12:06:08,Fees,review,2
faculty feedback process is transparent and taken seriously by HOD,2026-07-13 12:40:19,Academics,survey,4
campus security personnel are vigilant and polite at main vehicle checkpost,2026-07-13 12:45:07,Security,review,5
weekend transit schedule should include an extra night service from metro station,2026-07-13 13:20:41,Transportation,email,3
professors are approachable during designated office consultation hours,2026-07-13 13:21:47,Academics,review,5
coffee machine in main canteen was broken for two days,2026-07-13 13:25:20,Cafeteria,email,2
late fee penalty policy is too rigid when bank server transactions fail,2026-07-13 13:53:36,Fees,support ticket,2
Wi-Fi in hostel common room has been down for three days straight.,2026-07-13 13:58:24,Hostel,review,1
